Location,ULCS No.,ID,Date Report Issued,Location (Room/Area),,Recommended Corrective Action,Category,Respon-sibility*,Notes,Status,"Date of
Update",Location Closed,Start Date,End Date
Harrington Annex,1301,4,9/12/12,Main Entrance,,"Missing 9""x9"" floor tile was observed at the main entrance doorway.  Replace missing floor tile following completion of the DDC issued on 8/28/2012.",Point Source,M,,closed,9/12/12,NO,,
Harrington Annex,1301,5,9/12/12,1st Floor Girl's Room,,Moisture damaged painted plaster wall were observed next to the window. Repair the moisture damage plaster wall located next to the window. All work should be completed in accordance with the EPA RRP Rule.,Mold/Moisture,M,,open,9/12/12,NO,,
Harrington Annex,1301,6,9/12/12,2nd Floor Girl's Room,,Water stained ceiling tiles were observed.  Replace the water stained ceiling tile and monitor this location. New staining should be reported for evaluation and repair.,Mold/Moisture,F,,open,9/12/12,NO,,
Harrington Annex,1301,7,9/12/12,2nd Floor Stairwell,,Moisture damaged painted plaster ceiling was observed underneath the roof.  Repair the moisture damage plaster ceiling located on the 2nd floor stairwell. The repairs should be completed in accordance with the EPA RRP Rule.,Mold/Moisture,M,,open,9/12/12,NO,,
Harrington Annex,1301,8,9/12/12,Cafeteria,,Plaster debris was observed on the window sill.  Remove the plaster debris from the window sill in the cafeteria.,Point Source,F,,open,9/12/12,NO,,
Harrington Annex,1301,9,9/12/12,Cafeteria,,Rusting was observed on a section of the metal spline ceiling.  A leak occurred on the unit ventilator in the room above (A-2) and leaked into the cafeteria.  Repaint the rusted section of metal spline ceiling in the cafeteria.   The repairs should be completed in accordance with the EPA RRP Rule.,Mold/Moisture,F,,open,9/12/12,NO,,
Harrington Annex,1301,10,9/12/12,Cafeteria,,Moisture damaged painted plaster walls were observed along the bottom of the cafeteria walls.  Repair the moisture damage plaster located around the bottom of the cafeteria walls.  The repairs should be completed in accordance with the EPA RRP Rule.,Mold/Moisture,M,,open,9/12/12,NO,,
Harrington Annex,1301,11,9/12/12,Cafeteria and Cafeteria Storage Room,,The B.E. indicated the cafeteria and cafeteria storage floods during long periods of heavy rain.  Evaluate exterior perimeter drainage system for blockage and remove all trash and debris as necessary.,Mold/Moisture,F,,open,9/12/12,NO,,
Harrington Annex,1301,12,9/12/12,Cafeteria Storage Room,,"The B.E. reported this room floods during heavy rainstorms.  The water then seeps into the lunchroom impacting the plaster wall.  Several rusted metal cabinets, metal shelving were observed.  Mold growth was observed on a cafeteria table being stored in this room.  All items that are not needed should be discarded including the metal cabinets, metal shelving units and the cafeteria table. This room should be cleaned and disinfected following the removable of the contents.",Mold/Moisture,F, ,open,9/12/12,NO,,
Harrington Annex,1301,13,9/12/12,Exterior ,,Trash and debris was observed in the window wells located in the front and back of the  building.  Remove all trash and debris located around the perimeter of the building.,Point Source,F,,open,9/12/12,NO,,
Harrington Annex,1301,14,9/12/12,Exterior ,,Moisture may be penetrating some of the window frames resulting moisture damaged plaster around the windows. Evaluate windows for missing caulk joints and issue work order as needed for repair.,Mold/Moisture,F,,open,9/12/12,NO,,
Harrington Annex,1301,15,9/12/12,Rear Doors,,The rear doors leading to the school yard were rusted out along the bottom.  Replace rear exterior doors leading to the school yard.,Point Source,M,,open,9/12/12,NO,,
Harrington Annex,1301,16,9/12/12,Room A-2,,This unit ventilator reportedly leaked into the cafeteria.  Following the leak the unit ventilator was shut-off.  Evaluate the unit ventilator and issue work order as needed for repair.,Ventilation,F,,open,9/12/12,NO,,
Harrington Annex,1301,17,9/12/12,Room A-4,,Flaking paint and moisture damaged plaster was around the first window on the front wall of the building. Repair the moisture damage plaster located around the window in A-4.  The repairs should be completed in accordance with the EPA RRP Rule.,Mold/Moisture,M,,open,9/12/12,NO,,
Harrington Annex,1301,18,9/12/12,Room A-6,,A water stained ceiling tile was observed in this room. Replace the water stained ceiling tile and monitor this location. New staining should be reported for evaluation and repair.,Mold/Moisture,F,,open,9/12/12,NO,,
Harrington ES,1300,1,4/26/13,Basement     Stairwell #2,,An asbestos DDC was issued on 3/13/2013 by AET for the removal of the water damaged asbestos containing pipe insulation.,Mold/Moisture,M,A steam leak was reported on the pipe located in the basement stairwell #2. Water staining was observed on the pipe insulation.  This material was observed to be asbestos containing pipe insulation.,closed,4/26/13,NO,,
Harrington ES,1300,2,4/26/13,Boiler Room    (former coal room),,A mold DDC was issued on 4/1/2013 for the remediation of this space.,Mold/Moisture,M,Mold growth and water damaged materials were observed on various stored items.  The source of moisture is from seepage from the school yard above. Maintenance reported closed.,closed,4/25/14,NO,,
Harrington ES,1300,3,4/26/13,Cafeteria Storage  (freezer room on left),,Evaluate the return water pumps associated with the heating system and repair as needed.,Mold/Moisture,M,"Steam/condensation is being released into this room from faulty steam traps in the building.  No floor drains are present, the B.E. collects condensation with a 55 gallon trash can and empties the can 4 times per day. ",closed,12/20/13,NO,,
Harrington ES,1300,4,4/26/13,Cafeteria Storage  (freezer room on left),,A mold DDC was issued on 4/1/2013 for the remediation of the observed mold growth.,Mold/Moisture,M,"Mold growth was observed in this storage room on fiberglass pipe insulation, hard pipe fitting insulation and on the painted brick wall.  The source of moisture is from steam being released into this space from faulty steam traps in the building. Maintenance reported closed.",closed,4/25/14,NO,,
Harrington ES,1300,5,4/26/13,Cafeteria Storage (right side of café),,Repair steam leak following removal of the damaged pipe fitting insulation.  An asbestos DDC was issued on 4/3/2013 for the removal damaged pipe fitting insulation.,Mold/Moisture,M,A steam leak was reported on the wall mounted pipe located above the wooden shelving unit.  Damaged fiberglass pipe insulation and hard pipe fitting insulation was observed.  The pipe fitting insulation is assumed to contain asbestos.,closed,12/20/13,NO,,
Harrington ES,1300,6,4/26/13,Cafeteria Storage (right side of café),,Evaluate the return water pumps associated with the heating system and repair as needed.,Mold/Moisture,M,"Steam/condensation is being released into this room from faulty steam traps in the building.  No floor drains are present, the B.E. collects condensation with a 5 gallon bucket and indicated there is a slow drip from this vent pipe.",closed,12/20/13,NO,,
Harrington ES,1300,7,4/26/13,Cafeteria Storage (right side of café),,A mold DDC was issued on 4/1/2013 for the remediation of the observed mold growth.,Mold/Moisture,M,"Mold growth and water damaged materials were observed on various stored items and building components including the painted brick walls, wooden shelving units, cardboard boxes and contents. Maintenance reported closed.",closed,4/25/14,NO,,
Harrington ES,1300,8,4/26/13,Cafeteria Storage (right side of café),,The removal of the flaking paint and paint chips observed was included as part of the mold DDC issued on 4/1/2013.,Point Source,M,Flaking paint was observed on the metal duct work suspended from the ceiling and paint chips were observed throughout the room. Maintenance reported closed.,closed,4/25/14,NO,,
Harrington ES,1300,9,2/5/14,Cafeteria Storage Room (left side),,"An asbestos Design Data Collection (DDC) package was issued on December 23,2013 for the remediation of this closet.",Mold/Moisture,M,Mold growth was observed on the asbestos containing pipe fitting insulation. Maintenance reported closed.,closed,4/25/14,NO,,
Harrington ES,1300,10,2/5/14,Cafeteria Storage Room (right side),,"An asbestos Design Data Collection (DDC) package was issued on December 23,2013 for the remediation of this closet.",Mold/Moisture,M,Mold growth was observed on the asbestos containing pipe fitting insulation. Maintenance reported closed.,closed,4/25/14,NO,,
Harrington ES,1300,11,2/5/14,Cafeteria Storage Room (right side),,"A mold Design Data Collection (DDC) package was issued on December 23, 2013 for the remediation of this closet.",Mold/Moisture,M,"Mold growth was observed on the painted brick, block and concrete walls. Maintenance reported closed.",closed,4/25/14,NO,,
Harrington ES,1300,12,2/5/14,Cafeteria Storage Room (right side),,"The removal of the flaking paint was part of the mold remediation scope of work issued on December 23, 2013.",Point Source,M,Flaking paint was observed on the concrete beams and ductwork. Maintenance reported closed.,closed,4/25/14,NO,,
Harrington ES,1300,13,2/5/14,Storage Closet Across from Room 108,,"A mold Design Data Collection (DDC) package was issued on December 23, 2013 for the remediation of this closet.",Mold/Moisture,M,Mold growth was observed on cardboard and paper products in this closet.  Additional mold growth was also observed on some non-porous materials. Maintenance reported closed.,closed,4/25/14,NO,,
Harrington ES,1300,14,2/5/14,Cafeteria Storage Room (right side),,Conduct a follow-up evaluation of these areas on a cold day when the boilers are running.,Mold/Moisture,F,"The FAC reported that prior to the condensate return pump in this closet being repaired, an excessive amount of steam was being release into this space.  He also indicated the boiler steam pressure was adjusted from 9lbs to 5lbs.  During the evaluation, the boilers were not running.  ",open,2/5/14,NO,,
Hartranft Pool,5329,1,12/19/13,Pool,,The HVAC system should be monitored and serviced on a regular basis to prevent a reoccurrence.,Mold/Moisture,F,The Custodial Assistant indicated the heating system for the pool was inoperable for a period of time.  Condensation formed on the painted block walls resulting in mold growth.  The heat to the pool area was restored.,closed,12/19/13,YES,,
Hartranft Pool,5329,2,12/19/13,Pool,,Remove flaking paint from impacted areas and repaint as needed.,Mold/Moisture,F,Flaking paint was observed on the painted block walls in various areas around the pool.,closed,12/19/13,YES,,
Hartranft Pool,5329,3,12/19/13,Pool,,A mold Design Data Collection (DDC) package was issued on 11/25/13 for the remediation.,Mold/Moisture,M,Mold growth was observed on the painted block walls in various section around the pool and main entry area.  Mold growth was also observed on the bulletin board in the main entry near the bathrooms.,closed,12/19/13,YES,,
Hartranft Pool,5329,4,2/5/14,Pool Building,,The heating system should be evaluated for proper operation and repaired or adjusted as needed to prevent the occurrence of condensation and mold growth.,Mold/Moisture,F,"On January 29, 2014, condensation was observed on all surfaces in the pool building.  Puddles of standing water were observed on the floor. Water was dripping from the ceiling, duct work, pipe insulation and running down the cinderblock walls. The heating convector in the bathrooms and office were cold and did not appear to be working.",closed,3/27/14,YES,,
Hartranft Pool,5329,5,2/5/14,Pool Building,,"Design data collection (DDC) packages were issued for the remediation of the mold growth on November 25, 2013 and December 6, 2013. This work was completed in December 2013",Mold/Moisture,M,"On November 20, 2013 mold growth was observed on the cinderblock walls in various sections around the pool. The C.A. indicated the heating system was inoperable for a period of time resulting in the condensation on surfaces and mold growth.  On December 5, 2013, mold growth was observed in the pool bathrooms on the fiberglass pipe insulation. On November 20, 2013 and December 5, 2013, the heating system was reportedly running.",closed,12/12/13,YES,,
Hartranft Pool,5329,6,2/5/14,Pool Building,,"Design data collection (DDC) packages were issued for the remediation of the mold growth on January 30, 2014.",Mold/Moisture,M," On January 29, 2014, mold growth was observed on the cinderblock walls, plaster walls, fiberglass pipe insulation and contents located in the pool building. The F.A.C. indicated the heating system failed again and the AHU's motor needed replacement.  As of January 27, 2014, the motor was reportedly replaced and heat was restored to the pool building.   ",closed,3/27/14,YES,,
Heston ES,4300,1,10/6/11,Classroom 106,,"Remove and discard the wooden base cabinets exhibiting mold growth.  A Mold DDC was submitted to OEMS on 9/12/2011.  Once the necessary wooden base cabinets have been removed, clean and disinfect the surrounding wall and floor area with a detergent solution. ",Mold/Moisture,M,Completed per Maintenance,closed,11/10/11,NO,,
Heston ES,4300,2,10/6/11,Classroom 106 and Closet,,"Remove and replace the  loose, missing and water damaged 9""x9"" VAT.  An Asbestos DDC was submitted to OEMS on 9/12/2011. ",Point Source,M,Completed per Maintenance,closed,11/10/11,NO,,
Heston ES,4300,3,10/6/11,Classroom 106 Closet ,,"Discard all furniture and porous educational materials exhibiting mold growth.  Any educational materials being stored in plastic (such as resalable bags) that have not been impacted by the moist conditions may be salvaged.  According to the FAC, Dave Loftus, the metal shelving will be removed and discarded.  A Mold DDC was submitted to OEMS on 9/12/2011.  ",Mold/Moisture,M,Completed per Maintenance,closed,10/6/11,NO,,
